Date,Open,High,Low,Close,Adj Close,Volume
2023-07-13,625.0,630.4000244140625,616.7999877929688,627.2000122070312,627.2000122070312,377182
2023-07-14,627.0,630.5999755859375,620.5999755859375,623.5999755859375,623.5999755859375,199310
2023-07-17,619.5999755859375,628.2000122070312,616.7999877929688,624.7999877929688,624.7999877929688,261852
2023-07-18,621.7999877929688,630.7999877929688,621.0,627.0,627.0,151712
2023-07-19,625.7999877929688,631.4000244140625,620.0,625.0,625.0,292550
2023-07-20,624.2000122070312,624.7999877929688,601.5999755859375,605.0,605.0,543324
2023-07-21,608.5999755859375,614.2000122070312,603.2000122070312,605.4000244140625,605.4000244140625,423851
2023-07-24,612.5999755859375,627.2000122070312,610.5999755859375,616.0,616.0,316566
2023-07-25,615.0,619.5999755859375,610.2000122070312,617.7999877929688,617.7999877929688,169621
2023-07-26,614.5999755859375,623.2000122070312,614.2000122070312,620.2000122070312,620.2000122070312,266420
2023-07-27,624.5999755859375,624.5999755859375,612.0,613.2000122070312,613.2000122070312,261550
2023-07-28,600.0,608.2000122070312,590.7999877929688,595.0,595.0,578327
2023-07-31,595.0,601.5999755859375,591.2000122070312,591.2000122070312,591.2000122070312,386893
2023-08-01,592.0,598.2000122070312,584.5999755859375,588.2000122070312,588.2000122070312,247900
2023-08-02,582.5999755859375,585.0,570.5999755859375,570.5999755859375,570.5999755859375,477550
2023-08-03,568.0,574.7999877929688,562.4000244140625,568.0,568.0,479722
2023-08-04,566.0,578.0,560.4000244140625,576.4000244140625,576.4000244140625,457695
2023-08-07,578.0,580.5999755859375,566.7999877929688,574.0,574.0,290649
2023-08-08,573.7999877929688,578.2000122070312,568.5999755859375,575.4000244140625,575.4000244140625,395364
2023-08-09,580.2000122070312,580.2000122070312,566.4000244140625,574.7999877929688,574.7999877929688,572543
2023-08-10,560.7999877929688,574.0,552.4000244140625,565.2000122070312,565.2000122070312,742210
2023-08-11,561.5999755859375,572.4000244140625,561.2000122070312,564.0,564.0,349549
2023-08-14,560.7999877929688,561.2000122070312,551.0,553.0,553.0,372867
2023-08-15,551.4000244140625,553.2000122070312,536.4000244140625,538.0,538.0,312753
2023-08-16,535.7999877929688,548.2000122070312,534.2000122070312,544.7999877929688,544.7999877929688,271959
2023-08-17,534.2000122070312,540.2000122070312,528.2000122070312,528.2000122070312,528.2000122070312,365617
2023-08-18,529.2000122070312,536.0,525.4000244140625,530.7999877929688,530.7999877929688,307188
2023-08-21,525.2000122070312,535.2000122070312,525.0,528.7999877929688,528.7999877929688,221694
2023-08-22,530.2000122070312,537.2000122070312,529.5999755859375,533.2000122070312,533.2000122070312,299160
2023-08-23,539.5999755859375,553.7999877929688,539.5999755859375,542.7999877929688,542.7999877929688,477589
2023-08-24,543.0,556.0,542.2000122070312,554.2000122070312,554.2000122070312,324487
2023-08-25,551.0,558.7999877929688,546.2000122070312,554.7999877929688,554.7999877929688,179703
2023-08-28,556.0,558.5999755859375,551.7999877929688,555.2000122070312,555.2000122070312,130400
2023-08-29,557.5999755859375,563.2000122070312,552.4000244140625,559.4000244140625,559.4000244140625,235574
2023-08-30,500.0,501.0,418.1000061035156,420.8999938964844,420.8999938964844,5263661
2023-08-31,416.5,445.70001220703125,414.0,442.5,442.5,2980025
2023-09-01,435.6000061035156,447.3999938964844,427.6000061035156,447.20001220703125,447.20001220703125,1236091
2023-09-04,445.0,446.79998779296875,431.3999938964844,431.3999938964844,431.3999938964844,808522
2023-09-05,422.0,424.6000061035156,388.79998779296875,395.70001220703125,395.70001220703125,2262838
2023-09-06,390.6000061035156,395.0,373.79998779296875,382.0,382.0,1484321
2023-09-07,385.0,385.0,364.70001220703125,370.0,370.0,1270446
2023-09-08,371.6000061035156,386.29998779296875,367.29998779296875,386.29998779296875,386.29998779296875,1221860
2023-09-11,386.29998779296875,391.29998779296875,378.0,384.20001220703125,384.20001220703125,1026668
2023-09-12,384.20001220703125,388.1000061035156,377.5,381.0,381.0,842104
2023-09-13,378.0,388.3999938964844,373.0,388.3999938964844,388.3999938964844,953056
2023-09-14,387.20001220703125,409.3999938964844,384.29998779296875,407.3999938964844,407.3999938964844,1106549
2023-09-15,406.29998779296875,412.0,396.79998779296875,397.29998779296875,397.29998779296875,1233285
2023-09-18,395.20001220703125,407.8999938964844,395.0,407.20001220703125,407.20001220703125,701297
2023-09-19,403.20001220703125,413.0,401.0,407.3999938964844,407.3999938964844,642704
2023-09-20,406.1000061035156,419.8999938964844,406.0,416.1000061035156,416.1000061035156,532899
2023-09-21,410.6000061035156,415.1000061035156,403.3999938964844,408.70001220703125,408.70001220703125,686178
2023-09-22,406.1000061035156,410.0,395.29998779296875,401.5,401.5,721239
2023-09-25,401.0,406.79998779296875,383.5,385.1000061035156,385.1000061035156,700286
2023-09-26,380.6000061035156,390.29998779296875,377.1000061035156,380.0,380.0,647305
2023-09-27,375.0,389.29998779296875,374.20001220703125,384.6000061035156,384.6000061035156,610867
2023-09-28,384.0,389.8999938964844,379.20001220703125,382.79998779296875,382.79998779296875,572793
2023-09-29,387.1000061035156,393.79998779296875,384.20001220703125,385.1000061035156,385.1000061035156,630713
2023-10-02,387.1000061035156,392.1000061035156,358.3999938964844,358.3999938964844,358.3999938964844,1228439
